qid,Aen,Len,Lde,Lfr,Les,Ltr,Den,P2,P3,P287,P125,P156,P146,P771,P131,P131,?,,,,,,,,,,,,,,,,,,,,"FactGrid Items for Universities, Museums",
factgrid_id,abb,collection_name Collection,collection_name Collection,,,,,,,type of organization,collection_actor_status,collection_url,cdli_url,wikidata_id,research projs,,wiki_url_eng,collection_name_native,name_native_iso,wiki_url_native,geonames_id,collection_id,cdli_id,collection_holding_status,collection_actor,collection_actor_status,collection_loc,country_iso,region_gadm,district_gadm,notes,to_be_deleted,url_native_iso,osm_id,osm_type,,,
,,Tsurumi University Library,Tsurumi University Library,Tsurumi University Library,Tsurumi University Library,Tsurumi University Library,"Tsurumi University Library, Yokohama, Japan",Q550435,,Q160273,Q11276,https://www.tsurumi-u.ac.jp/site/library,https://cdli.earth/collections/600,Q7850294,Q389597,Q389595,https://en.wikipedia.org/wiki/Tsurumi_University,見大学 図書館 鶴,jpn,https://ja.wikipedia.org/wiki/鶴見大学,10862198,667,600,Extant,Educational institution,Group,1,JPN,JPN.19_1,JPN.19.29_1,,0,jpn,,,,Musashino Academia Musicae,https://database.factgrid.de/entity/Q160429
,,Tucker Collection,Tucker Collection,Tucker Collection,Tucker Collection,Tucker Collection,"Private collection: J.D. Tucker, Saint Albans, Hertfordshire, UK",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/805,,Q389597,Q389595,,,,,,1194,805,Unknown,Person,Individual,0,GBR,GBR.1_1,GBR.1.41_1,,0,,,,,,
,,Tufts University Collection,Tufts University Collection,Tufts University Collection,Tufts University Collection,Tufts University Collection,"Tufts University, Bendetson Hall, Medford, Massachusetts, USA",Q21411,Q529854,Q160273,Q11276,https://www.tufts.edu,https://cdli.earth/collections/420,Q49120,Q389597,Q389595,https://en.wikipedia.org/wiki/Tufts_University,Tufts University,eng,https://en.wikipedia.org/wiki/Tufts_University,4953407,174,420,Extant,Educational institution,Group,1,USA,USA.22_1,USA.22.9_1,,0,eng,,,,Stefan Batory University in Vilnius,https://database.factgrid.de/entity/Q456389
,,"Tulare County Library, Visalia Collection","Tulare County Library, Visalia Collection","Tulare County Library, Visalia Collection","Tulare County Library, Visalia Collection","Tulare County Library, Visalia Collection","Tulare County Library, Visalia, California, USA",Q11249,,Q145257,Q11278,https://www.tularecountylibrary.org/locations-visalia,https://cdli.earth/collections/1255,Q7935597,Q389597,Q389595,https://en.wikipedia.org/wiki/Visalia_Branch_Library,Tulare County Library,eng,https://en.wikipedia.org/wiki/Visalia_Branch_Library,5406570,1195,1255,Extant,Agency,Public,1,USA,USA.5_1,USA.5.54_1,,0,eng,,,,Q747014,https://database.factgrid.de/entity/Q747014
,,Tyndale House Collection,Tyndale House Collection,Tyndale House Collection,Tyndale House Collection,Tyndale House Collection,"Tyndale House, University of Cambridge, Cambridge, UK",Q21411,Q529854,Q160273,Q11276,https://tyndale.cam.ac.uk,https://cdli.earth/collections/795,Q7860447,Q389597,Q389595,https://en.wikipedia.org/wiki/Tyndale_House_(Cambridge),Tyndale House,eng,https://en.wikipedia.org/wiki/Tyndale_House_(Cambridge),0,608,795,Extant,Educational institution,Group,1,GBR,GBR.1_1,GBR.1.16_1,,0,eng,138155517,way,,Massachusetts Institute of Technology,https://database.factgrid.de/entity/Q458469
,,Übersee-Museum Bremen Collection,Übersee-Museum Bremen Collection,Übersee-Museum Bremen Collection,Übersee-Museum Bremen Collection,Übersee-Museum Bremen Collection,"Übersee-Museum, Bremen, Germany",Q23239,,Q160273,Q11276,https://www.uebersee-museum.de/,https://cdli.earth/collections/1250,Q333527,Q389597,Q389595,"https://en.wikipedia.org/wiki/Overseas_Museum,_Bremen",Übersee-Museum Bremen,deu,https://de.wikipedia.org/wiki/Übersee-Museum,,280,1250,Extant,Educational institution,Group,0,,,,,0,deu,,,,Josefine und Eduard von Portheim-Stiftung,https://database.factgrid.de/entity/Q512446
,,UCL Institute of Archaeology Collection,UCL Institute of Archaeology Collection,UCL Institute of Archaeology Collection,UCL Institute of Archaeology Collection,UCL Institute of Archaeology Collection,"Institute of Archaeology, London, UK",Q21411,,Q160273,Q11276,https://www.ucl.ac.uk/archaeology,https://cdli.earth/collections/651,Q7864073,Q389597,Q389595,https://en.wikipedia.org/wiki/UCL_Institute_of_Archaeology,UCL Institute of Archaeology,eng,https://en.wikipedia.org/wiki/UCL_Institute_of_Archaeology,0,48,651,Extant,Educational institution,Group,1,GBR,GBR.1_1,GBR.1.36_1,,0,eng,40205772,way,,Biblioteca de la Real Sociedad Económica de Amigos del País Valencià,https://database.factgrid.de/entity/Q779803
,,Ugo Sissa Collection,Ugo Sissa Collection,Ugo Sissa Collection,Ugo Sissa Collection,Ugo Sissa Collection,"Private collection: Sissa, Mantua, Italy",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/145,Q22069569,Q389597,Q389595,,,,https://it.wikipedia.org/wiki/Ugo_Sissa,,162,145,Unknown,Person,Individual,0,ITA,ITA.10_1,ITA.10.7_1,,0,ita,,,,,
,,Ulla Westenholz Collection,Ulla Westenholz Collection,Ulla Westenholz Collection,Ulla Westenholz Collection,Ulla Westenholz Collection,"Private collection: Westenholz, Ulla, Copenhagen, Denmark",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/1213,,Q389597,Q389595,,,,,,1233,1213,Unknown,Person,Individual,0,DNK,DNK.1_1,DNK.1.25_1,,0,,,,,,
,,"Union College, Lincoln Nebraska Collection","Union College, Lincoln Nebraska Collection","Union College, Lincoln Nebraska Collection","Union College, Lincoln Nebraska Collection","Union College, Lincoln Nebraska Collection","Union College, Lincoln, Nebraska, USA",Q21411,,Q160273,Q11276,https://ucollege.edu,https://cdli.earth/collections/266,Q7885570,Q389597,Q389595,https://en.wikipedia.org/wiki/Union_College_(Nebraska),Union College,eng,https://en.wikipedia.org/wiki/Union_College_(Nebraska),5080631,1198,266,Extant,Educational institution,Group,1,USA,USA.28_1,USA.28.55_1,,0,eng,,,,Biblioteca del Palau de Peralada,https://database.factgrid.de/entity/Q779804
,,Universalmuseum Joanneum Collection,Universalmuseum Joanneum Collection,Universalmuseum Joanneum Collection,Universalmuseum Joanneum Collection,Universalmuseum Joanneum Collection,"Landesmuseum Joanneum, Graz, Austria; Joanneum Museum, Graz, Austria",Q23239,,Q145257,Q11278,https://www.museum-joanneum.at,,Q623017,Q389597,Q389595,https://en.wikipedia.org/wiki/Universalmuseum_Joanneum,Universalmuseum Joanneum,deu,https://de.wikipedia.org/wiki/Universalmuseum_Joanneum,0,391,824; 1296,Extant,Agency,Public,1,AUT,AUT.6_1,AUT.6.4_1,,0,deu,29714856,way,,Crawford Library of the Royal Observatory,https://database.factgrid.de/entity/Q256792
,,Università degli Studi di Messina Collection,Università degli Studi di Messina Collection,Università degli Studi di Messina Collection,Università degli Studi di Messina Collection,Università degli Studi di Messina Collection,"Università degli Studi di Messina, Messina, Italy",Q21411,Q529854,Q160273,Q11276,https://www.unime.it/it,https://cdli.earth/collections/413,Q1245318,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_Messina,Università degli Studi di Messina,ita,https://it.wikipedia.org/wiki/Universit%C3%A0_degli_Studi_di_Messina,0,1201,413,Extant,Educational institution,Group,1,ITA,ITA.15_1,ITA.15.5_1,,0,ita,6457018,relation,,University of Massachusetts Amherst,https://database.factgrid.de/entity/Q458470
,,Université catholique de Louvain Collection,Université catholique de Louvain Collection,Université catholique de Louvain Collection,Université catholique de Louvain Collection,Université catholique de Louvain Collection,"Université catholique de Louvain, Louvain-la-Neuve, Belgium",Q21411,Q529854,Q160273,Q11276,https://uclouvain.be,https://cdli.earth/collections/598,Q378134,Q389597,Q389595,https://en.wikipedia.org/wiki/Université_catholique_de_Louvain,Université catholique de Louvain,fra,https://fr.wikipedia.org/wiki/UCLouvain,6696622,1202,598,Extant,Educational institution,Group,1,BEL,BEL.3_1,BEL.3.1_1,,0,fra,,,,Boston College,https://database.factgrid.de/entity/Q458473
,,Université Laval Collection,Université Laval Collection,Université Laval Collection,Université Laval Collection,Université Laval Collection,"Université Laval, Québec, Québec, Canada",Q21411,Q529854,Q160273,Q11278,https://www.ulaval.ca,https://cdli.earth/collections/509,Q1067935,Q389597,Q389595,https://en.wikipedia.org/wiki/Université_Laval,Université Laval,fra,https://fr.wikipedia.org/wiki/Université_Laval,12035614,1203,509,Extant,Educational institution,Public,1,CAN,CAN.11_1,CAN.11.21_1,,0,fra,,,,University of Santiago de Compostela,https://database.factgrid.de/entity/Q458498
,,Universiteitsbibliotheek Vrije Universiteit,Universiteitsbibliotheek Vrije Universiteit,Universiteitsbibliotheek Vrije Universiteit,Universiteitsbibliotheek Vrije Universiteit,Universiteitsbibliotheek Vrije Universiteit,"Vrije Universiteit - Universiteitsbibliotheek, Amsterdam, The Netherlands",Q550435,,Q160273,Q11278,https://vu.nl/nl/over-de-vu/diensten/universiteitsbibliotheek,,Q1065414,Q389597,Q389595,https://en.wikipedia.org/wiki/Vrije_Universiteit_Amsterdam,,,https://nl.wikipedia.org/wiki/Vrije_Universiteit_Amsterdam,6951830,1287,0,Extant,Educational institution,Public,1,NLD,NLD.9_1,NLD.9.4_1,,0,nld,,,,University of Fulda,https://database.factgrid.de/entity/Q169379
,,University of California Santa Cruz Collection,University of California Santa Cruz Collection,University of California Santa Cruz Collection,University of California Santa Cruz Collection,University of California Santa Cruz Collection,"University of California at Santa Cruz, Santa Cruz, California, USA",Q21411,Q529854,Q160273,Q11278,https://www.ucsc.edu,https://cdli.earth/collections/854,Q1047293,Q389597,Q389595,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Cruz",UC Santa Cruz,eng,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Cruz",5404900,1204,854,Extant,Educational institution,Public,1,USA,USA.5_1,USA.5.44_1,,0,eng,,,,Goethe-University Frankfurt am Main,https://database.factgrid.de/entity/Q464995
,,"University of California, Davis Collection","University of California, Davis Collection","University of California, Davis Collection","University of California, Davis Collection","University of California, Davis Collection",University of California at Davis,Q21411,Q529854,Q160273,Q11278,https://www.ucdavis.edu,,Q129421,Q389597,Q389595,"https://en.wikipedia.org/wiki/University_of_California,_Davis","University of California, Davis",eng,"https://en.wikipedia.org/wiki/University_of_California,_Davis",5404872,1273,0,Extant,Educational institution,Public,1,USA,USA.5_1,USA.5.57_1,,0,eng,,,,University of Porto,https://database.factgrid.de/entity/Q465306
,,University of Colorado Boulder Collection,University of Colorado Boulder Collection,University of Colorado Boulder Collection,University of Colorado Boulder Collection,University of Colorado Boulder Collection,"University of Colorado at Boulder, Boulder, Colorado, USA",Q21411,Q529854,Q160273,Q11278,https://www.colorado.edu,https://cdli.earth/collections/580,Q736674,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_Colorado_Boulder,University of Colorado Boulder,eng,https://en.wikipedia.org/wiki/University_of_Colorado_Boulder,5583011,1205,580,Extant,Educational institution,Public,1,USA,USA.6_1,USA.6.7_1,,0,eng,,,,Sapienza University of Rome,https://database.factgrid.de/entity/Q465307
,,University of Dublin Collection,University of Dublin Collection,University of Dublin Collection,University of Dublin Collection,University of Dublin Collection,University of Dublin,Q21411,Q529854,Q160273,Q11276,,https://cdli.earth/collections/682,,Q389597,Q389595,,,,,,1206,682,Unknown,Educational institution,Unknown,0,IRL,IRL.6_1,,,0,,,,,Universidad de Buenos Aires,https://database.factgrid.de/entity/Q467677
,,"University of Houston Libraries, Special Collections","University of Houston Libraries, Special Collections","University of Houston Libraries, Special Collections","University of Houston Libraries, Special Collections","University of Houston Libraries, Special Collections","University of Houston Library, Special Collections and Archives, Houston, Texas, USA",Q550435,,Q160273,Q11278,https://libraries.uh.edu/locations/special-collections,https://cdli.earth/collections/463,Q7895500,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_Houston_Libraries,University of Houston Libraries,eng,https://en.wikipedia.org/wiki/University_of_Houston_Libraries,0,1209,463,Extant,Educational institution,Public,1,USA,USA.44_1,USA.44.101_1,,0,eng,364021610,way,,Comenius-University Bratislava (University Preßburg),https://database.factgrid.de/entity/Q172213
,,University of Idaho Library,University of Idaho Library,University of Idaho Library,University of Idaho Library,University of Idaho Library,"University of Idaho Library, Moscow, Idaho, USA",Q550435,,Q160273,Q11278,https://www.lib.uidaho.edu,https://cdli.earth/collections/436,Q73786277,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_Idaho#Library,University of Idaho Library,eng,https://en.wikipedia.org/wiki/University_of_Idaho#Library,0,1210,436,Extant,Educational institution,Public,1,USA,USA.13_1,USA.13.29_1,,0,eng,328815168,way,,University of Hamburg,https://database.factgrid.de/entity/Q172914
,,University of King’s College Collection,University of King’s College Collection,University of King’s College Collection,University of King’s College Collection,University of King’s College Collection,"University of King’s College, Halifax, Nova Scotia, Canada",Q21411,Q529854,Q160273,Q11278,https://ukings.ca,https://cdli.earth/collections/223,Q3551609,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_King%27s_College,University of King’s College,eng,https://en.wikipedia.org/wiki/University_of_King%27s_College,0,630,223,Extant,Educational institution,Public,1,CAN,CAN.7_1,CAN.7.8_1,,0,eng,360735546,way,,University of Melbourne,https://database.factgrid.de/entity/Q467679
,,University of Leeds Collection,University of Leeds Collection,University of Leeds Collection,University of Leeds Collection,University of Leeds Collection,"University of Leeds, Leeds, UK",Q21411,Q529854,Q160273,Q11278,https://www.leeds.ac.uk,https://cdli.earth/collections/735,Q503424,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_Leeds,University of Leeds,eng,https://en.wikipedia.org/wiki/University_of_Leeds,0,639,735,Extant,Educational institution,Public,1,GBR,GBR.1_1,GBR.1.49_1,,0,eng,84656164,way,,Adam Mickiewicz University in Poznań,https://database.factgrid.de/entity/Q467739
,,University of Mississippi Museum,University of Mississippi Museum,University of Mississippi Museum,University of Mississippi Museum,University of Mississippi Museum,"University of Mississippi Museum, Oxford, Mississippi, USA",Q23239,,Q160273,Q11278,https://museum.olemiss.edu,https://cdli.earth/collections/535,Q7895820,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_Mississippi_Museum,University of Mississippi Museum,eng,https://en.wikipedia.org/wiki/University_of_Mississippi_Museum,0,1212,535,Extant,Educational institution,Public,1,USA,USA.25_1,USA.25.36_1,,0,eng,318264954,way,,Leiden University Library,https://database.factgrid.de/entity/Q515074
,,University of Nebraska State Museum,University of Nebraska State Museum,University of Nebraska State Museum,University of Nebraska State Museum,University of Nebraska State Museum,"University of Nebraska State Museum, Lincoln, Nebraska, USA",Q23239,,Q160273,Q11278,https://museum.unl.edu,https://cdli.earth/collections/620,Q4121358,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_Nebraska_State_Museum,University of Nebraska State Museum,eng,https://en.wikipedia.org/wiki/University_of_Nebraska_State_Museum,5073378,1213,620,Extant,Educational institution,Public,1,USA,USA.28_1,USA.28.55_1,,0,eng,,,,Anne-Frank-Shoah-Bibliothek,https://database.factgrid.de/entity/Q529423
,,University of North Carolina Collection,University of North Carolina Collection,University of North Carolina Collection,University of North Carolina Collection,University of North Carolina Collection,"Museum of World Cultures, University of North Carolina, Wilmington, North Carolina, USA",Q21411,Q529854,Q145257,Q11278,https://uncw.edu,https://cdli.earth/collections/365,Q2092214,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_North_Carolina_Wilmington,University of North Carolina,eng,https://en.wikipedia.org/wiki/University_of_North_Carolina_Wilmington,4496347,1055,365,Unknown,Agency,Public,1,USA,USA.34_1,USA.34.65_1,,0,eng,,,,Universidad Nacional de Colombia,https://database.factgrid.de/entity/Q228010
,,University of Oslo Collection,University of Oslo Collection,University of Oslo Collection,University of Oslo Collection,University of Oslo Collection,University of Oslo,Q21411,Q529854,Q160273,Q11278,https://www.uio.no,https://cdli.earth/collections/521,Q486156,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_Oslo,Universitetet i Oslo,nor,https://no.wikipedia.org/wiki/Universitetet_i_Oslo,6940541,1288,521,Extant,Educational institution,Public,1,NOR,NOR.12_1,NOR.12.1_1,,0,nor,,,,University of Aberdeen,https://database.factgrid.de/entity/Q468064
,,University of Pretoria Collection,University of Pretoria Collection,University of Pretoria Collection,University of Pretoria Collection,University of Pretoria Collection,"University of Pretoria, Pretoria, South Africa",Q21411,Q529854,Q160273,Q11278,https://www.up.ac.za,https://cdli.earth/collections/374,Q604444,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_Pretoria,University of Pretoria,eng,https://en.wikipedia.org/wiki/University_of_Pretoria,9199851,384,374,Extant,Educational institution,Public,1,ZAF,ZAF.3_1,ZAF.3.2_1,,0,eng,,,,Studium Biblicum Franciscanum,https://database.factgrid.de/entity/Q511872
